file,name,n,age,pct_female,followup
HPV_VACCINE_SCHEDULES_REVIEW.html,KEN SHE single-dose (Barnabas 2022),2251,,,18.0
HYDROCORTISONE_SEPTIC_SHOCK_REVIEW.html,ADRENAL (Venkatesh 2018),3658,,,
HYDROCORTISONE_SEPTIC_SHOCK_REVIEW.html,APROCCHSS (Annane 2018),1241,,,
HYDROCORTISONE_SEPTIC_SHOCK_REVIEW.html,HYPRESS (Keh 2016),380,,,
ICU_SEDATION_REVIEW.html,SPICE-III (Shehabi 2019),3904,,,
ICU_SEDATION_REVIEW.html,Strom 2010 no-sedation,113,,,
ICU_SEDATION_REVIEW.html,A2B Trial (Lewis 2025),1040,,,
IL23_PSA_REVIEW.html,KEEPsAKE-1,964,,,5.5
IL23_PSA_REVIEW.html,KEEPsAKE-2,444,,,5.5
IL23_PSA_REVIEW.html,DISCOVER-1,254,,,5.5
IL23_PSA_REVIEW.html,DISCOVER-2,492,,,5.5
IL23_PSORIASIS_REVIEW.html,VOYAGE 1,503,,,3.7
IL23_PSORIASIS_REVIEW.html,UltIMMa-1,406,,,3.7
IL23_PSORIASIS_REVIEW.html,reSURFACE 1,462,,,2.8
IL_PSORIASIS_NMA_REVIEW.html,VOYAGE 1,503,,,
IL_PSORIASIS_NMA_REVIEW.html,UltIMMa-1,406,,,
IL_PSORIASIS_NMA_REVIEW.html,UNCOVER-1,864,,,
IL_PSORIASIS_NMA_REVIEW.html,UNCOVER-2,709,,,
IL_PSORIASIS_NMA_REVIEW.html,UNCOVER-3,578,,,
IL_PSORIASIS_NMA_REVIEW.html,ERASURE,493,,,
IL_PSORIASIS_NMA_REVIEW.html,FIXTURE,646,,,
IL_PSORIASIS_NMA_REVIEW.html,BE RADIANT,743,,,
IL_PSORIASIS_NMA_REVIEW.html,BE VIVID,404,,,
IL_PSORIASIS_NMA_REVIEW.html,BE SURE,478,,,
IL_PSORIASIS_NMA_REVIEW.html,VOYAGE 2,483,,,3.7
IL_PSORIASIS_NMA_REVIEW.html,UltIMMa-2,392,,,3.7
IL_PSORIASIS_NMA_REVIEW.html,AMAGINE-1,442,,,2.8
IL_PSORIASIS_NMA_REVIEW.html,reSURFACE-1,462,,,2.8
IL_PSORIASIS_NMA_REVIEW.html,reSURFACE-2,627,,,2.8
IL_PSORIASIS_NMA_REVIEW.html,AMAGINE-2,1071,,,2.8
IL_PSORIASIS_NMA_REVIEW.html,CLEAR,668,,,3.7
IL_PSORIASIS_NMA_REVIEW.html,BE READY,435,,,
INAVOLISIB_BC_REVIEW.html,INAVO120,325,,,
INCLISIRAN_REVIEW.html,ORION-9,482,,,
INCLISIRAN_REVIEW.html,ORION-10,1561,,,
INCLISIRAN_REVIEW.html,ORION-11,1617,,,
INCRETINS_T2D_NMA_REVIEW.html,SURPASS-1,234,,,
INCRETINS_T2D_NMA_REVIEW.html,SURPASS-2,939,,,
INCRETINS_T2D_NMA_REVIEW.html,SUSTAIN-1,258,,,
INCRETINS_T2D_NMA_REVIEW.html,SUSTAIN-3,809,,,
INCRETINS_T2D_NMA_REVIEW.html,SUSTAIN-7,600,,,
INCRETINS_T2D_NMA_REVIEW.html,LEAD-6,464,,,
INCRETINS_T2D_NMA_REVIEW.html,AWARD-6,599,,,
INCRETINS_T2D_NMA_REVIEW.html,LEAD-2,364,,,6.0
INCRETINS_T2D_NMA_REVIEW.html,SUSTAIN-6,3297,,,
INCRETINS_T2D_NMA_REVIEW.html,EXSCEL,14752,,,
INCRETINS_T2D_NMA_REVIEW.html,PIONEER-4,569,,,6.0
INCRETINS_T2D_NMA_REVIEW.html,PIONEER-3,931,,,6.0
INCRETINS_T2D_NMA_REVIEW.html,SUSTAIN-2,815,,,12.9
INCRETINS_T2D_NMA_REVIEW.html,SURPASS-3,882,,,
INCRETINS_T2D_NMA_REVIEW.html,SURPASS-4,1471,,,
INCRETINS_T2D_NMA_REVIEW.html,SURPASS-5,237,,,
INCRETINS_T2D_NMA_REVIEW.html,SURPASS-6,488,,,
INSULIN_ICODEC_REVIEW.html,ONWARDS-1,984,,,12.0
INSULIN_ICODEC_REVIEW.html,ONWARDS-2,526,,,6.0
INSULIN_ICODEC_REVIEW.html,ONWARDS-3,588,,,6.0
INTENSIVE_BP_REVIEW.html,SPRINT-SENIOR,2636,,,
INTENSIVE_BP_REVIEW.html,SPRINT-CKD,2646,,,
INTENSIVE_BP_REVIEW.html,ACCORD-BP,4733,,,
INTENSIVE_BP_REVIEW.html,STEP,8511,,,
INTENSIVE_BP_REVIEW.html,SPS3-BP,3020,,,
IO_CHEMO_NSCLC_1L_REVIEW.html,KEYNOTE-189,616,,,
IO_CHEMO_NSCLC_1L_REVIEW.html,KEYNOTE-407,559,,,
IO_CHEMO_NSCLC_1L_REVIEW.html,IMpower150,692,,,
IO_CHEMO_NSCLC_1L_REVIEW.html,POSEIDON,675,,,
IPTACOPAN_IGAN_REVIEW.html,APPLAUSE-IgAN,443,,,
JAK_RA_REVIEW.html,RA-BEAM,975,,,2.8
JAK_RA_REVIEW.html,SELECT-NEXT,442,,,2.8
JAK_RA_REVIEW.html,FINCH-1,950,,,2.8
JAK_UC_REVIEW.html,OCTAVE Induction 1,598,,,
JAK_UC_REVIEW.html,U-ACHIEVE Induction,473,,,
JAK_UC_REVIEW.html,SELECTION Induction A,343,,,
JAKI_AD_REVIEW.html,JADE MONO-1,232,,,2.8
JAKI_AD_REVIEW.html,JADE MONO-2,233,,,2.8
JAKI_AD_REVIEW.html,MEASURE-UP 1,562,,,3.7
JAKI_AD_REVIEW.html,MEASURE-UP 2,554,,,3.7
JAKI_RA_NMA_REVIEW.html,ORAL-Standard,306,,,1.4
JAKI_RA_NMA_REVIEW.html,RA-BEAM,975,,,2.8
JAKI_RA_NMA_REVIEW.html,SELECT-Compare,1302,,,2.8
JAKI_RA_NMA_REVIEW.html,FINCH-1,950,,,2.8
JAKI_RA_NMA_REVIEW.html,FINCH-1 (Ada arm),800,,,2.8
KARXT_SCZ_REVIEW.html,EMERGENT-2,252,,,
KARXT_SCZ_REVIEW.html,EMERGENT-3,256,,,
KRAS_G12C_REVIEW.html,CodeBreaK 200,345,,,
KRAS_G12C_REVIEW.html,KRYSTAL-12,453,,,
LEBRIKIZUMAB_AD_REVIEW.html,ADvocate1,352,,,
LEBRIKIZUMAB_AD_REVIEW.html,ADvocate2,353,,,
LEBRIKIZUMAB_AD_REVIEW.html,ADhere,211,,,
LENACAPAVIR_PREP_REVIEW.html,PURPOSE-1,5338,,,
LENACAPAVIR_PREP_REVIEW.html,PURPOSE-2,3267,,,
LIPID_HUB_REVIEW.html,REDUCE-IT,8179,,,
LIPID_HUB_REVIEW.html,STRENGTH,13078,,,
LIPID_HUB_REVIEW.html,VITAL,25871,,,
LIPID_HUB_REVIEW.html,OMEMI,1027,,,
LIPID_HUB_REVIEW.html,RESPECT-EPA,3884,,,
LU_PSMA_MCRPC_REVIEW.html,VISION,831,,,
LU_PSMA_MCRPC_REVIEW.html,PSMAfore,468,,,
MALARIA_ACT_REVIEW.html,Bandim AL-vs-DP,346,,,
MALARIA_ACT_REVIEW.html,TES2022 DRC,1260,,,
MALARIA_ACT_REVIEW.html,Yaounde TES Cameroon,242,,,
MALARIA_ACT_REVIEW.html,Nigeria PA-vs-AL,172,,,
MALARIA_ACT_REVIEW.html,Siaya-Bungoma TES Kenya,400,,,
MALARIA_VACCINE_REVIEW.html,"RTS,S/AS01 Phase 3",8923,,,48.0
MALARIA_VACCINE_REVIEW.html,R21/Matrix-M Phase 2b (Datoo 2021),293,,,12.0
MALARIA_VACCINE_REVIEW.html,R21/Matrix-M Phase 3 (Datoo 2024),4800,,,12.0
MALARIA_VACCINES_REVIEW.html,"RTS,S Phase 3",11899,,,
MALARIA_VACCINES_REVIEW.html,R21 Phase 2b,300,,,12.0
MALARIA_VACCINES_REVIEW.html,R21 Phase 3,3200,,,
MDR_TB_SHORTENED_REVIEW.html,TB-PRACTECAL (BPaLM vs SOC),275,,,
MDR_TB_SHORTENED_REVIEW.html,Nix-TB (BPaL single-arm XDR-TB),218,,,
MDR_TB_SHORTENED_REVIEW.html,ZeNix (BPaL dose-finding),184,,,
MDRTB_BPAL_REVIEW.html,Nix-TB,109,,,6.0
MDRTB_BPAL_REVIEW.html,ZeNix,91,,,
MDRTB_BPAL_REVIEW.html,TB-PRACTECAL,275,,,
MEDITERRANEAN_DIET_CV_REVIEW.html,CORDIOPREV (Delgado-Lista 2022),1002,,,84.0
MHEALTH_ART_ADHERENCE_REVIEW.html,WelTel Kenya 1,536,,,12.0
MIGRAINE_ACUTE_REVIEW.html,ACHIEVE I,854,,,
MIGRAINE_ACUTE_REVIEW.html,ACHIEVE II,920,,,
MIGRAINE_ACUTE_REVIEW.html,SAMURAI,1158,,,
MIGRAINE_ACUTE_REVIEW.html,Rimegepant Study 303,1084,,,
MIRIKIZUMAB_UC_REVIEW.html,LUCENT-1,1162,,,0.0
MIRIKIZUMAB_UC_REVIEW.html,LUCENT-2,544,,,9.2
MIRVETUXIMAB_OVARIAN_REVIEW.html,MIRASOL,453,,,
MITAPIVAT_THALASSEMIA_REVIEW.html,ENERGIZE,194,,,2.8
MITRAL_FUNCMR_REVIEW.html,COAPT,614,,,
MITRAL_FUNCMR_REVIEW.html,MITRA-FR,307,,,
MITRAL_FUNCMR_REVIEW.html,RESHAPE-HF2,505,,,
MM_1L_REVIEW.html,MAIA,737,,,
MM_1L_REVIEW.html,ALCYONE,706,,,
MM_1L_REVIEW.html,CASSIOPEIA,1085,,,
MM_1L_REVIEW.html,IMROZ,530,,,
NEOADJUVANT_IO_NSCLC_REVIEW.html,CheckMate-816,358,,,
NEOADJUVANT_IO_NSCLC_REVIEW.html,KEYNOTE-671,797,,,
NEOADJUVANT_IO_NSCLC_REVIEW.html,AEGEAN,802,,,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,Nirsevimab Phase 2b,1453,,,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,MELODY,1490,,,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,HARMONIE,8058,,,
OBESITY_DRUGS_REVIEW.html,SURMOUNT-1,3162,,,
OBESITY_DRUGS_REVIEW.html,STEP 1,1961,,,
OBESITY_DRUGS_REVIEW.html,SCALE Obesity,3731,,,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,AURA3,419,,,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,FLAURA,556,,,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,ADAURA,682,,,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,FLAURA2,557,,,
PAH_THERAPY_REVIEW.html,STELLAR,323,,,
PAH_THERAPY_REVIEW.html,GRIPHON,1156,,,
PAH_THERAPY_REVIEW.html,PATENT-1,380,,,
PAH_THERAPY_REVIEW.html,SERAPHIN,492,,,
PARP_ARPI_MCRPC_REVIEW.html,PROpel,796,,,
PARP_ARPI_MCRPC_REVIEW.html,MAGNITUDE,423,,,
PARP_ARPI_MCRPC_REVIEW.html,TALAPRO-2,805,,,
PARP_OVARIAN_REVIEW.html,SOLO-1,391,,,
PARP_OVARIAN_REVIEW.html,PAOLA-1,806,,,
PARP_OVARIAN_REVIEW.html,PRIMA,733,,,
PATISIRAN_POLYNEUROPATHY_REVIEW.html,APOLLO,225,,,
PATISIRAN_POLYNEUROPATHY_REVIEW.html,HELIOS-A,199,,,
PBC_PPAR_REVIEW.html,ELATIVE,161,,,12.0
PBC_PPAR_REVIEW.html,RESPONSE,193,,,
PCSK9_LIPID_NMA_REVIEW.html,IMPROVE-IT,18144,,,
PCSK9_LIPID_NMA_REVIEW.html,FOURIER,27564,,,
PCSK9_LIPID_NMA_REVIEW.html,ODYSSEY-OUTCOMES,18924,,,
PCSK9_LIPID_NMA_REVIEW.html,CLEAR-OUTCOMES,13970,,,
PEDIATRIC_HIV_ART_REVIEW.html,"ODYSSEY (DTG vs SOC, paeds)",707,,,
PEGCETACOPLAN_GA_REVIEW.html,OAKS-PM,409,,,
PEGCETACOPLAN_GA_REVIEW.html,DERBY-PM,396,,,
PEGCETACOPLAN_GA_REVIEW.html,OAKS-PEOM,412,,,
PEGCETACOPLAN_GA_REVIEW.html,DERBY-PEOM,396,,,
PHYSICAL_REHAB_OLDER_REVIEW.html,REHAB-HF (Kitzman 2021),349,,,3.0
PHYSICAL_REHAB_OLDER_REVIEW.html,LIFE (Pahor 2014),1635,,,
PHYSICAL_REHAB_OLDER_REVIEW.html,ICARE (Winstein 2016),238,,,
PI3K_AKT_BC_REVIEW.html,SOLAR-1,341,,,
PI3K_AKT_BC_REVIEW.html,CAPItello-291,708,,,
PI3K_AKT_BC_REVIEW.html,INAVO120,325,,,
POLYCYTHEMIA_VERA_REVIEW.html,RESPONSE (Vannucchi 2015),222,,,7.4
POLYCYTHEMIA_VERA_REVIEW.html,RESPONSE-2 (Passamonti 2017),149,,,1.8
POLYCYTHEMIA_VERA_REVIEW.html,PROUD-PV (Gisslinger 2020),249,,,
POSTPARTUM_HEMORRHAGE_REVIEW.html,E-MOTIVE (PPH bundle),99659,,,
PPH_BUNDLE_REVIEW.html,WOMAN,20021,,,
PPH_BUNDLE_REVIEW.html,WOMAN-2,8403,,,
PPH_BUNDLE_REVIEW.html,E-MOTIVE,105423,,,
PREGNANCY_HIV_VESTED_REVIEW.html,IMPAACT 2010 / VESTED,643,,,
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,Eziefula 2014 Uganda,232,,,
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,SAFEPRIM Burkina Faso,50,,,
PSA_BIOLOGICS_REVIEW.html,SPIRIT-P1,213,,,5.5
PSA_BIOLOGICS_REVIEW.html,DISCOVER-2,491,,,5.5
PSA_BIOLOGICS_REVIEW.html,BE OPTIMAL,712,,,3.7
PSA_BIOLOGICS_REVIEW.html,SELECT-PsA 1,848,,,2.8
RCC_1L_REVIEW.html,CheckMate 9ER,651,,,
RCC_1L_REVIEW.html,KEYNOTE-426,861,,,
RCC_1L_REVIEW.html,CLEAR,712,,,
RCC_1L_REVIEW.html,CheckMate 214,847,,,
RESMETIROM_MASH_REVIEW.html,MAESTRO-NASH,644,,,12.0
RISANKIZUMAB_CD_REVIEW.html,ADVANCE,511,,,
RISANKIZUMAB_CD_REVIEW.html,MOTIVATE,412,,,
RISANKIZUMAB_CD_REVIEW.html,FORTIFY,305,,,
ROMOSOZUMAB_OP_REVIEW.html,FRAME,7180,,,
ROMOSOZUMAB_OP_REVIEW.html,ARCH,4093,,,
ROMOSOZUMAB_OP_REVIEW.html,BRIDGE,245,,,
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,Rotarix Africa (Madhi 2010),2089,,,
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,RotaTeq Africa (Armah 2010),5468,,,24.0
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,Rotasiil ROSE Niger (Isanaka 2017),4413,,,
RSV_VACCINE_OLDER_REVIEW.html,RENOIR,34284,,,
RSV_VACCINE_OLDER_REVIEW.html,AReSVi-006,24960,,,
RSV_VACCINE_OLDER_REVIEW.html,ConquerRSV,35088,,,
RUSFERTIDE_PV_REVIEW.html,VERIFY,293,,,7.4
SAM_SIMPLIFIED_PROTOCOL_REVIEW.html,OptiMA Niger (ComPAS vs Standard),1153,,,
SCD_DISEASE_MOD_REVIEW.html,"REACH (hydroxyurea, Africa)",606,,,3.0
SCD_DISEASE_MOD_REVIEW.html,L-glutamine (Endari),230,,,
SCD_DISEASE_MOD_REVIEW.html,CLIMB-121 (exa-cel/Casgevy),30,,,12.0
SCHISTOSOMIASIS_ARPRAZIQUANTEL_REVIEW.html,L-PZQ ODT (arpraziquantel) phase 3,145,,,0.7
SEMAGLUTIDE_OBESITY_REVIEW.html,STEP-1,1961,,,
SEMAGLUTIDE_OBESITY_REVIEW.html,STEP-3,611,,,
SEMAGLUTIDE_OBESITY_REVIEW.html,STEP-5,304,,,
SEMAGLUTIDE_OBESITY_REVIEW.html,STEP-2,807,,,
SEPSIS_RESUSCITATION_REVIEW.html,CENSER (Permpikul 2019),310,,,
SEPSIS_RESUSCITATION_REVIEW.html,CLOVERS (Shapiro 2023),1563,,,
SEPSIS_RESUSCITATION_REVIEW.html,CLASSIC (Meyhoff 2022),1554,,,
SEVERE_ASTHMA_NMA_REVIEW.html,MENSA,385,,,
SEVERE_ASTHMA_NMA_REVIEW.html,Castro-2015-Resliz,941,,,
SEVERE_ASTHMA_NMA_REVIEW.html,SIROCCO,805,,,
SEVERE_ASTHMA_NMA_REVIEW.html,QUEST,948,,,
SEVERE_ASTHMA_NMA_REVIEW.html,NAVIGATOR,1059,,,
SGLT2_HF_REVIEW.html,DAPA-HF,4744,,,
SGLT2_HF_REVIEW.html,EMPEROR-Reduced,3730,,,
SGLT2_HF_REVIEW.html,EMPEROR-Preserved,5988,,,
SGLT2_HF_REVIEW.html,DELIVER,6263,,,
SGLT2_MACE_CVOT_REVIEW.html,EMPA-REG OUTCOME,7020,,,
SGLT2_MACE_CVOT_REVIEW.html,CANVAS,10142,,,
SGLT2_MACE_CVOT_REVIEW.html,DECLARE-TIMI 58,17160,,,
SGLT2_MACE_CVOT_REVIEW.html,VERTIS-CV,8240,,,
SGLT2I_HF_NMA_REVIEW.html,DAPA-HF,4744,,,
SGLT2I_HF_NMA_REVIEW.html,EMPEROR-Reduced,3730,,,
SGLT2I_HF_NMA_REVIEW.html,EMPEROR-Preserved,5988,,,
SGLT2I_HF_NMA_REVIEW.html,DELIVER,6263,,,
SGLT2I_HF_NMA_REVIEW.html,SOLOIST-WHF,1222,,,
SGLT2I_HF_NMA_REVIEW.html,SCORED,10584,,,
SOTAGLIFLOZIN_HF_REVIEW.html,SOLOIST-WHF,1222,,,
SOTAGLIFLOZIN_HF_REVIEW.html,SCORED,10584,,,
SOTATERCEPT_PAH_REVIEW.html,STELLAR,323,,,
SPARSENTAN_IGAN_REVIEW.html,PROTECT,402,,,8.3
SPONDYLOARTHRITIS_REVIEW.html,MEASURE 4,233,,,3.7
SPONDYLOARTHRITIS_REVIEW.html,BE MOBILE 1,386,,,3.7
SPONDYLOARTHRITIS_REVIEW.html,BE MOBILE 2,442,,,3.7
SPONDYLOARTHRITIS_REVIEW.html,SELECT-AXIS 2,420,,,3.2
TARLATAMAB_SCLC_REVIEW.html,DeLLphi-301,100,,,
TAVR_LOWRISK_REVIEW.html,PARTNER 3,950,,,
TAVR_LOWRISK_REVIEW.html,Evolut Low Risk,1403,,,
TAVR_LOWRISK_REVIEW.html,NOTION,280,,,
TB_DRUG_SUSCEPTIBLE_4MO_REVIEW.html,Study 31 / A5349 (4-month rifapentine-moxifloxacin),1559,,,12.0
TB_PREVENTION_REVIEW.html,BRIEF-TB / A5279,2986,,,
TDXD_HER2LOW_BC_REVIEW.html,DESTINY-Breast04,557,,,
TDXD_HER2LOW_BC_REVIEW.html,DESTINY-Breast06,866,,,
TEPLIZUMAB_T1D_REVIEW.html,TN-10,76,,,
TIRZEPATIDE_OBESITY_REVIEW.html,SURMOUNT-1,1273,,,16.6
TIRZEPATIDE_OBESITY_REVIEW.html,SURMOUNT-2,627,,,16.6
TIRZEPATIDE_OBESITY_REVIEW.html,SURMOUNT-3,579,,,0.0
TIRZEPATIDE_T2D_REVIEW.html,SURPASS-1,236,,,
TIRZEPATIDE_T2D_REVIEW.html,SURPASS-3,718,,,
TIRZEPATIDE_T2D_REVIEW.html,SURPASS-5,237,,,
TIRZEPATIDE_T2D_REVIEW.html,SURPASS-2,939,,,
TIRZEPATIDE_T2D_REVIEW.html,SURPASS-4,1997,,,
TNK_VS_TPA_STROKE_REVIEW.html,NOR-TEST,1091,,,
TNK_VS_TPA_STROKE_REVIEW.html,AcT,1567,,,
TNK_VS_TPA_STROKE_REVIEW.html,TRACE-2,1408,,,
TNK_VS_TPA_STROKE_REVIEW.html,EXTEND-IA TNK,202,,,
TNK_VS_TPA_STROKE_REVIEW.html,NOR-TEST 2 Part A,203,,,
TNK_VS_TPA_STROKE_REVIEW.html,ATTEST-2,1466,,,
TOFACITINIB_UC_REVIEW.html,OCTAVE Induction 1,598,,,1.8
TOFACITINIB_UC_REVIEW.html,OCTAVE Induction 2,541,,,1.8
TOFACITINIB_UC_REVIEW.html,OCTAVE Sustain,395,,,12.0
TYVAC_TYPHOID_REVIEW.html,TyVAC Malawi,28130,,,
UC_BIOLOGICS_NMA_REVIEW.html,ACT-1,242,,,1.8
UC_BIOLOGICS_NMA_REVIEW.html,ULTRA-2,494,,,1.8
UC_BIOLOGICS_NMA_REVIEW.html,PURSUIT-SC,662,,,1.4
UC_BIOLOGICS_NMA_REVIEW.html,GEMINI-1,374,,,0.0
UC_BIOLOGICS_NMA_REVIEW.html,UNIFI-induction,641,,,1.8
UC_BIOLOGICS_NMA_REVIEW.html,OCTAVE-1,598,,,1.8
UC_BIOLOGICS_NMA_REVIEW.html,U-ACHIEVE,473,,,1.8
UC_BIOLOGICS_NMA_REVIEW.html,TRUE-NORTH,645,,,2.3
UC_BIOLOGICS_NMA_REVIEW.html,LUCENT-1,1162,,,0.0
UPADACITINIB_CD_REVIEW.html,U-EXCEL,526,,,2.8
UPADACITINIB_CD_REVIEW.html,U-EXCEED,495,,,2.8
UPADACITINIB_CD_REVIEW.html,U-ENDURE,502,,,12.0
VENETOCLAX_AML_REVIEW.html,VIALE-A,431,,,
VENETOCLAX_AML_REVIEW.html,VIALE-C,211,,,
VENETOCLAX_CLL_REVIEW.html,CLL14,432,,,
VENETOCLAX_CLL_REVIEW.html,MURANO,389,,,
VENETOCLAX_CLL_REVIEW.html,CLL13/GAIA,458,,,
VITAMIN_D_FRACTURE_FALL_REVIEW.html,VITAL (Manson 2019),25871,,,
VITILIGO_REVIEW.html,TRuE-V1 (Rosmarin 2022),331,,,5.5
VITILIGO_REVIEW.html,TRuE-V2 (Rosmarin 2022),334,,,5.5
VITILIGO_REVIEW.html,UpA-Vitiligo Phase 2/3 (Passeron 2024),125,,,
VOCLOSPORIN_LN_REVIEW.html,AURORA 1,357,,,
VORASIDENIB_GLIOMA_REVIEW.html,INDIGO,331,,,
VUTRISIRAN_ATTR_REVIEW.html,HELIOS-B,655,,,
ZOLBETUXIMAB_GASTRIC_REVIEW.html,SPOTLIGHT,565,,,
ZOLBETUXIMAB_GASTRIC_REVIEW.html,GLOW,507,,,
ZURANOLONE_PPD_REVIEW.html,SKYLARK,170,,,
ZURANOLONE_PPD_REVIEW.html,ROBIN,153,,,
