file,base_nct,names,total,ctg_enrollment,ctg_acronym,ctg_title,ratio,category
CBD_SEIZURE_REVIEW.html,NCT02091375,GWPCARE1,120,120,,Antiepileptic Efficacy Study of GWP42003-P in Children and Young Adults With Dra,1.0,OK
CBD_SEIZURE_REVIEW.html,NCT02224690,GWPCARE2,132,171,GWPCARE4,A Study to Investigate the Efficacy and Safety of Cannabidiol (GWP42003-P; CBD) ,0.772,OK
CBD_SEIZURE_REVIEW.html,NCT02224560,GWPCARE3,149,225,GWPCARE3,Efficacy and Safety of GWP42003-P for Seizures Associated With Lennox-Gastaut Sy,0.662,OK
CBD_SEIZURE_REVIEW.html,NCT02224703,GWPCARE4,171,199,,GWPCARE2 A Study to Investigate the Efficacy and Safety of Cannabidiol (GWP42003,0.859,OK
CD_BIOLOGICS_NMA_REVIEW.html,NCT00055497,ACCENT-1,573,276,CLASSICII,"Remission in Subjects With Crohn's Disease, 1 Year Phase",2.076,OUTLIER
CD_BIOLOGICS_NMA_REVIEW.html,NCT00077779,CLASSIC-1,148,854,CHARM,Adalimumab for the Induction and Maintenance of Clinical Remission in Subjects W,0.173,OUTLIER
CD_BIOLOGICS_NMA_REVIEW.html,NCT00152490,PRECiSE-1,662,604,,A Study to Test the Effect of CDP870 in the Treatment of Crohn's Disease Over 26,1.096,OK
CD_BIOLOGICS_NMA_REVIEW.html,NCT01224171,GEMINI-2,368,416,GEMINI III,Study of Vedolizumab in Patients With Moderate to Severe Crohn's Disease,0.885,OK
CD_BIOLOGICS_NMA_REVIEW.html,NCT01369329,UNITI-1,496,769,,A Study to Evaluate the Safety and Efficacy of Ustekinumab in Patients With Mode,0.645,OK
CD_BIOLOGICS_NMA_REVIEW.html,NCT03105128,ADVANCE,547,931,,A Study of the Efficacy and Safety of Risankizumab in Participants With Moderate,0.588,OK
CD_BIOLOGICS_NMA_REVIEW.html,NCT03345849,U-EXCEL,483,526,U-EXCEL,A Study of the Efficacy and Safety of Upadacitinib in Participants With Moderate,0.918,OK
CDK46_MBC_REVIEW.html,NCT01740427,PALOMA-2,666,666,,A Study of Palbociclib (PD-0332991) + Letrozole vs. Letrozole For 1st Line Treat,1.0,OK
CDK46_MBC_REVIEW.html,NCT01958021,MONALEESA-2,668,668,MONALEESA-2,Study of Efficacy and Safety of LEE011 in Postmenopausal Women With Advanced Bre,1.0,OK
CDK46_MBC_REVIEW.html,NCT02246621,MONARCH-3,493,493,MONARCH 3,A Study of Nonsteroidal Aromatase Inhibitors Plus Abemaciclib (LY2835219) in Pos,1.0,OK
CFTR_CF_REVIEW.html,NCT00909220,STRIVE-CF,161,77,,Using Affective Differences to Predict Response to Behavioral Treatment for Majo,2.091,OUTLIER
CFTR_CF_REVIEW.html,NCT03525444,VX17-445-102,403,405,,A Phase 3 Study of VX-445 Combination Therapy in Subjects With Cystic Fibrosis H,0.995,OK
CFTR_CF_REVIEW.html,NCT03525548,VX17-445-103,403,113,,A Study of VX-445 Combination Therapy in CF Subjects Homozygous for F508del (F/F,3.566,OUTLIER
CFTR_MODULATORS_NMA_REVIEW.html,NCT01807923,TRAFFIC,553,559,TRAFFIC,A Study of Lumacaftor in Combination With Ivacaftor in Cystic Fibrosis Subjects ,0.989,OK
CFTR_MODULATORS_NMA_REVIEW.html,NCT02347657,EVOLVE,499,510,,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate",0.978,OK
CFTR_MODULATORS_NMA_REVIEW.html,NCT03525444,VX18-445-102,403,405,,A Phase 3 Study of VX-445 Combination Therapy in Subjects With Cystic Fibrosis H,0.995,OK
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02456740,STRIVE,635,955,STRIVE,Study to Evaluate the Efficacy and Safety of Erenumab (AMG 334) in Migraine Prev,0.665,OK
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02629861,HALO-EM,584,875,,Efficacy and Safety of 2 Dose Regimens of TEV-48125 Versus Placebo for the Preve,0.667,OK
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02614183,EVOLVE-1,638,862,EVOLVE-1,Evaluation of Galcanezumab in the Prevention of Episodic Migraine- the EVOLVE-1 ,0.74,OK
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02559895,PROMISE-1,444,898,PROMISE 1,A Multicenter Assessment of ALD403 in Frequent Episodic Migraine,0.494,OK
CGRP_MIGRAINE_REVIEW.html,NCT02456740,STRIVE,953,955,STRIVE,Study to Evaluate the Efficacy and Safety of Erenumab (AMG 334) in Migraine Prev,0.998,OK
CGRP_MIGRAINE_REVIEW.html,NCT02614183,EVOLVE-1,858,862,EVOLVE-1,Evaluation of Galcanezumab in the Prevention of Episodic Migraine- the EVOLVE-1 ,0.995,OK
CGRP_MIGRAINE_REVIEW.html,NCT02629861,HALO-EM,875,875,,Efficacy and Safety of 2 Dose Regimens of TEV-48125 Versus Placebo for the Preve,1.0,OK
CHOLERA_OCV_REVIEW.html,NCT02027207,Single-Dose Shanchol Bangladesh,204438,204438,SCVB,"Single Dose Oral Cholera Vaccine Study in Dhaka, Bangladesh",1.0,OK
COLCHICINE_CVD_REVIEW.html,NCT02551094,COLCOT,4745,4745,COLCOT,Colchicine Cardiovascular Outcomes Trial (COLCOT),1.0,OK
COLCHICINE_CVD_REVIEW.html,NCT03048825,CLEAR SYNERGY,7062,7264,CLEAR SYNERGY,Colchicine and Spironolactone in Patients with MI / SYNERGY Stent Registry,0.972,OK
COLCHICINE_CVD_REVIEW.html,NCT02898610,CONVINCE,3144,3154,CONVINCE,Colchicine for Prevention of Vascular Inflammation in Non-cardio Embolic Stroke,0.997,OK
COPD_TRIPLE_REVIEW.html,NCT02164513,IMPACT,8285,10355,,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combinatio",0.8,OK
COPD_TRIPLE_REVIEW.html,NCT02465567,ETHOS,4257,8588,,Study to Assess the Efficacy and Safety of PT010 Relative to PT003 and PT009 in ,0.496,OK
COPD_TRIPLE_REVIEW.html,NCT02497001,KRONOS,1264,1902,KRONOS,"A Randomized, Double-Blind, Parallel-Group, 24-Week, Chronic-Dosing, Multi-Cente",0.665,OK
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04960202,EPIC-HR,1379,2091,,EPIC-HR: Study of Oral PF-07321332/Ritonavir Compared With Placebo in Nonhospita,0.659,OK
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04575597,MOVe-OUT,1408,1735,,Efficacy and Safety of Molnupiravir (MK-4482) in Non-Hospitalized Adult Particip,0.812,OK
DELANDISTROGENE_DMD_REVIEW.html,NCT05096221,EMBARK,125,126,EMBARK,A Gene Transfer Therapy Study to Evaluate the Safety and Efficacy of Delandistro,0.992,OK
DOAC_AF_NMA_REVIEW.html,NCT00262600,RE-LY,12098,18113,,Randomized Evaluation of Long Term Anticoagulant Therapy (RE-LY) With Dabigatran,0.668,OK
DOAC_AF_NMA_REVIEW.html,NCT00403767,ROCKET-AF,14171,14269,,An Efficacy and Safety Study of Rivaroxaban With Warfarin for the Prevention of ,0.993,OK
DOAC_AF_NMA_REVIEW.html,NCT00412984,ARISTOTLE,18201,20976,ARISTOTLE,Apixaban for the Prevention of Stroke in Subjects With Atrial Fibrillation,0.868,OK
DOAC_AF_NMA_REVIEW.html,NCT00781391,ENGAGE-AF-TIMI-48,14071,21105,EngageAFTIMI48,Global Study to Assess the Safety and Effectiveness of Edoxaban (DU-176b) vs Sta,0.667,OK
DOAC_AF_REVIEW.html,NCT00262600,RE-LY,12098,18113,,Randomized Evaluation of Long Term Anticoagulant Therapy (RE-LY) With Dabigatran,0.668,OK
DOAC_AF_REVIEW.html,NCT00403767,ROCKET-AF,14171,14269,,An Efficacy and Safety Study of Rivaroxaban With Warfarin for the Prevention of ,0.993,OK
DOAC_AF_REVIEW.html,NCT00412984,ARISTOTLE,18201,20976,ARISTOTLE,Apixaban for the Prevention of Stroke in Subjects With Atrial Fibrillation,0.868,OK
DOAC_AF_REVIEW.html,NCT00781391,ENGAGE AF-TIMI 48,14071,21105,EngageAFTIMI48,Global Study to Assess the Safety and Effectiveness of Edoxaban (DU-176b) vs Sta,0.667,OK
DOAC_VTE_NMA_REVIEW.html,NCT00291330,RE-COVER,2539,2564,RE-COVER I,Efficacy and Safety of Dabigatran Compared to Warfarin for 6 Month Treatment of ,0.99,OK
DOAC_VTE_NMA_REVIEW.html,NCT00440193,EINSTEIN-DVT,3449,3449,,Oral Direct Factor Xa Inhibitor Rivaroxaban in Patients With Acute Symptomatic D,1.0,OK
DOAC_VTE_NMA_REVIEW.html,NCT00643201,AMPLIFY,5395,5614,,Efficacy and Safety Study of Apixaban for the Treatment of Deep Vein Thrombosis ,0.961,OK
DOAC_VTE_NMA_REVIEW.html,NCT00986154,HOKUSAI-VTE,8240,8292,,Comparative Investigation of Low Molecular Weight (LMW) Heparin/Edoxaban Tosylat,0.994,OK
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03122262,ADVANCE,702,1110,ADVANCE,ADVANCE Study of DTG + TAF + FTC vs DTG + TDF + FTC and EFV + TDF+FTC in First-l,0.632,OK
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT02777229,NAMSAL,613,616,NAMSAL,Efficacy and Safety of a Dolutegravir-based Regimen for the Initial Management o,0.995,OK
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03048422,IMPAACT 2010,428,643,VESTED,Evaluating the Efficacy and Safety of Dolutegravir-Containing Versus Efavirenz-C,0.666,OK
DONANEMAB_AD_SOLO_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ 2,1736,1736,,A Study of Donanemab (LY3002813) in Participants With Early Alzheimer's Disease ,1.0,OK
DORAVIRINE_HIV_REVIEW.html,NCT02403674,DRIVE-AHEAD,728,734,DRIVE-AHEAD,"Comparison of Doravirine, Tenofovir, Lamivudine (MK-1439A) and ATRIPLA™ in Treat",0.992,OK
DORAVIRINE_HIV_REVIEW.html,NCT02275780,DRIVE-FORWARD,766,769,DRIVE-FORWARD,Safety and Efficacy of Doravirine (MK-1439) in Participants With Human Immunodef,0.996,OK
DORAVIRINE_HIV_REVIEW.html,NCT02397096,DRIVE-SHIFT,670,673,DRIVE-SHIFT,"Safety and Efficacy of a Switch to Doravirine, Tenofovir, Lamivudine (MK-1439A) ",0.996,OK
DUPILUMAB_AD_REVIEW.html,NCT02277743,SOLO-1,448,671,SOLO 1,Study of Dupilumab Monotherapy Administered to Adult Patients With Moderate-to-S,0.668,OK
DUPILUMAB_AD_REVIEW.html,NCT02277769,SOLO-2,469,708,SOLO 2,Study of Dupilumab (REGN668/SAR231893) Monotherapy Administered to Adult Patient,0.662,OK
DUPILUMAB_AD_REVIEW.html,NCT02260986,CHRONOS,634,740,CHRONOS,Study to Assess the Efficacy and Long-term Safety of Dupilumab (REGN668/SAR23189,0.857,OK
DUPILUMAB_COPD_REVIEW.html,NCT03930732,BOREAS,939,939,BOREAS,"Pivotal Study to Assess the Efficacy, Safety and Tolerability of Dupilumab in Pa",1.0,OK
DUPILUMAB_COPD_REVIEW.html,NCT04456673,NOTUS,935,935,NOTUS,"Pivotal Study to Assess the Efficacy, Safety and Tolerability of Dupilumab in Pa",1.0,OK
EFGARTIGIMOD_MG_REVIEW.html,NCT03669588,ADAPT,167,167,ADAPT,An Efficacy and Safety Study of ARGX-113 in Patients With Myasthenia Gravis Who ,1.0,OK
ELACESTRANT_BC_REVIEW.html,NCT03778931,EMERALD,478,478,EMERALD,Phase 3 Trial of Elacestrant Versus Standard of Care for the Treatment of ER+/HE,1.0,OK
ENSIFENTRINE_COPD_REVIEW.html,NCT04535986,ENHANCE-1,760,763,,A Phase 3 Clinical Trial to Evaluate the Safety and Efficacy of Ensifentrine in ,0.996,OK
ENSIFENTRINE_COPD_REVIEW.html,NCT04542057,ENHANCE-2,789,790,,A Phase 3 Trial to Evaluate the Safety and Efficacy of Ensifentrine in Patients ,0.999,OK
ESKETAMINE_TRD_REVIEW.html,NCT02418585,TRANSFORM-2,223,236,TRANSFORM-2,"A Study to Evaluate the Efficacy, Safety, and Tolerability of Flexible Doses of ",0.945,OK
ESKETAMINE_TRD_REVIEW.html,NCT02422186,TRANSFORM-3,137,139,TRANSFORM-3,"A Study to Evaluate the Efficacy, Safety, and Tolerability of Intranasal Esketam",0.986,OK
ETRASIMOD_UC_REVIEW.html,NCT03945188,ELEVATE UC 52,433,433,ELEVATE UC 52,Etrasimod Versus Placebo for the Treatment of Moderately to Severely Active Ulce,1.0,OK
ETRASIMOD_UC_REVIEW.html,NCT03996369,ELEVATE UC 12,354,354,ELEVATE UC 12,Etrasimod Versus Placebo as Induction Therapy in Moderately to Severely Active U,1.0,OK
EVT_BASILAR_REVIEW.html,NCT04751708,ATTENTION,340,340,,Endovascular Treatment for Acute Basilar Artery Occlusion,1.0,OK
EVT_BASILAR_REVIEW.html,NCT02737189,BAOCHE,217,217,,Basilar Artery Occlusion Chinese Endovascular Trial,1.0,OK
EVT_BASILAR_REVIEW.html,NCT01717755,BASICS,300,282,BASICS,Basilar Artery International Cooperation Study,1.064,OK
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02142283,DAWN,206,206,DAWN,Clinical Mismatch in the Triage of Wake Up and Late Presenting Strokes Undergoin,1.0,OK
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02586415,DEFUSE 3,207,182,DEFUSE 3,Endovascular Therapy Following Imaging Evaluation for Ischemic Stroke 3,1.137,OUTLIER
EVT_EXTENDED_WINDOW_REVIEW.html,NCT03098355,MR CLEAN-LATE,502,0,,Interleukin-2 Following 4SCAR19/22 T Cells Targeting Refractory and/or Recurrent B Cell Malignancies,,CTGOV_NO_ENROLLMENT
EVT_LARGECORE_REVIEW.html,NCT03702413,RESCUE-Japan LIMIT,202,203,,Randomized Controlled Trial of Endovascular Therapy for Acute Large Vessel Occlu,0.995,OK
EVT_LARGECORE_REVIEW.html,NCT04551664,ANGEL-ASPECT,455,456,ANGEL-ASPECT,Study of Endovascular Therapy in Acute Anterior Circulation Large Vessel Occlusi,0.998,OK
EVT_LARGECORE_REVIEW.html,NCT03876457,SELECT2,350,352,SELECT2,SELECT2: A Randomized Controlled Trial to Optimize Patient's Selection for Endov,0.994,OK
EVT_LARGECORE_REVIEW.html,NCT03094715,TENSION,253,253,Tension,Efficacy and Safety of Thrombectomy in Stroke With Extended Lesion and Extended ,1.0,OK
EVT_LARGECORE_REVIEW.html,NCT05562076,LASTE,333,224,PINTO,Clinical Study of Focal Implant Used for Lower Extremity Post-angioplasty Dissec,1.487,OUTLIER
EVT_LARGECORE_REVIEW.html,NCT03805308,TESLA,300,300,TESLA,The TESLA Trial: Thrombectomy for Emergent Salvage of Large Anterior Circulation,1.0,OK
FARICIMAB_NAMD_REVIEW.html,NCT03823287,TENAYA,671,671,,A Study to Evaluate the Efficacy and Safety of Faricimab in Participants With Ne,1.0,OK
FARICIMAB_NAMD_REVIEW.html,NCT03823300,LUCERNE,658,658,,A Study to Evaluate the Efficacy and Safety of Faricimab in Participants With Ne,1.0,OK
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02682927,Study 1 (Dravet),80,262,,A Trial of Two Fixed Doses of ZX008 (Fenfluramine HCl) in Children and Young Adu,0.305,OK
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02826863,Study 2 (Dravet+stiripentol),87,262,,A Trial of Two Fixed Doses of ZX008 (Fenfluramine HCl) in Children and Young Adu,0.332,OK
FENFLURAMINE_SEIZURE_REVIEW.html,NCT03355209,LGS Study 1,174,296,,A Study to Investigate the Efficacy and Safety of ZX008 (Fenfluramine Hydrochlor,0.588,OK
FEZOLINETANT_VMS_REVIEW.html,NCT04003155,SKYLIGHT-1,349,527,Skylight 1,A Study to Find Out if Fezolinetant Helps Reduce Moderate to Severe Hot Flashes ,0.662,OK
FEZOLINETANT_VMS_REVIEW.html,NCT04003142,SKYLIGHT-2,334,501,Skylight 2,A Study to Find Out if Fezolinetant Helps Reduce Moderate to Severe Hot Flashes ,0.667,OK
FINERENONE_REVIEW.html,NCT02540993,FIDELIO-DKD,5674,5734,FIDELIO-DKD,Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and ,0.99,OK
FINERENONE_REVIEW.html,NCT02545049,FIGARO-DKD,7352,7352,FIGARO-DKD,Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and ,1.0,OK
FINERENONE_REVIEW.html,NCT04435626,FINEARTS-HF,6001,6016,FINEARTS-HF,Study to Evaluate the Efficacy (Effect on Disease) and Safety of Finerenone in P,0.998,OK
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT01631214,ARCH,4093,4093,ARCH,Study to Determine the Efficacy and Safety of Romosozumab in the Treatment of Po,1.0,OK
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT01575834,FRAME,7180,7180,FRAME,Efficacy and Safety of Romosozumab Treatment in Postmenopausal Women With Osteop,1.0,OK
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00321620,ACTIVE,1645,1904,,Study of Denosumab vs. Zoledronic Acid to Treat Bone Metastases in Men With Horm,0.864,OK
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00089791,FREEDOM,7808,7808,,A Study to Evaluate Denosumab in the Treatment of Postmenopausal Osteoporosis,1.0,OK
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00077428,VERT,388,37,,Bortezomib Followed by the Addition of Doxorubicin at Disease Progression in Tre,10.486,OUTLIER
GLP1_CVOT_NMA_REVIEW.html,NCT01179048,LEADER,9340,9341,LEADER®,Liraglutide Effect and Action in Diabetes: Evaluation of Cardiovascular Outcome ,1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,3297,3297,SUSTAIN™ 6,Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide i,1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT01394952,REWIND,9901,9901,REWIND,Researching Cardiovascular Events With a Weekly Incretin in Diabetes (REWIND),1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT02692716,PIONEER-6,3183,3183,PIONEER 6,A Trial Investigating the Cardiovascular Safety of Oral Semaglutide in Subjects ,1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT01147250,ELIXA,6068,6068,ELIXA,Evaluation of Cardiovascular Outcomes in Patients With Type 2 Diabetes After Acu,1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT02465515,HARMONY-Outcomes,9463,9463,,"Effect of Albiglutide, When Added to Standard Blood Glucose Lowering Therapies, ",1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT01144338,EXSCEL,14752,14752,,Exenatide Study of Cardiovascular Event Lowering Trial (EXSCEL): A Trial To Eval,1.0,OK
GLP1_CVOT_NMA_REVIEW.html,NCT03496298,AMPLITUDE-O,4076,4076,AMPLITUDE-O,Effect of Efpeglenatide on Cardiovascular Outcomes,1.0,OK
GLP1_CVOT_REVIEW.html,NCT01147250,ELIXA,6068,6068,ELIXA,Evaluation of Cardiovascular Outcomes in Patients With Type 2 Diabetes After Acu,1.0,OK
GLP1_CVOT_REVIEW.html,NCT01179048,LEADER,9340,9341,LEADER®,Liraglutide Effect and Action in Diabetes: Evaluation of Cardiovascular Outcome ,1.0,OK
GLP1_CVOT_REVIEW.html,NCT01720446,SUSTAIN-6,3297,3297,SUSTAIN™ 6,Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide i,1.0,OK
GLP1_CVOT_REVIEW.html,NCT01144338,EXSCEL,14752,14752,,Exenatide Study of Cardiovascular Event Lowering Trial (EXSCEL): A Trial To Eval,1.0,OK
GLP1_CVOT_REVIEW.html,NCT02465515,HARMONY Outcomes,9463,9463,,"Effect of Albiglutide, When Added to Standard Blood Glucose Lowering Therapies, ",1.0,OK
GLP1_CVOT_REVIEW.html,NCT01394952,REWIND,9901,9901,REWIND,Researching Cardiovascular Events With a Weekly Incretin in Diabetes (REWIND),1.0,OK
GLP1_CVOT_REVIEW.html,NCT02692716,PIONEER 6,3183,3183,PIONEER 6,A Trial Investigating the Cardiovascular Safety of Oral Semaglutide in Subjects ,1.0,OK
GLP1_CVOT_REVIEW.html,NCT03574597,SELECT,17604,17604,SELECT,Semaglutide Effects on Heart Disease and Stroke in Patients With Overweight or O,1.0,OK
GLP1_CVOT_REVIEW.html,NCT03496298,AMPLITUDE-O,4076,4076,AMPLITUDE-O,Effect of Efpeglenatide on Cardiovascular Outcomes,1.0,OK
GLP1_CVOT_REVIEW.html,NCT03914326,SOUL,9650,9651,SOUL,A Heart Disease Study of Semaglutide in Patients With Type 2 Diabetes,1.0,OK
GLP1_MASH_NMA_REVIEW.html,NCT04822181,ESSENCE,1067,1205,ESSENCE,Research Study on Whether Semaglutide Works in People With Non-alcoholic Steatoh,0.885,OK
GLP1_MASH_NMA_REVIEW.html,NCT04166773,SYNERGY-NASH,129,190,SYNERGY-NASH,A Study of Tirzepatide (LY3298176) in Participants With Nonalcoholic Steatohepat,0.679,OK
GLP1_MASH_NMA_REVIEW.html,NCT02970942,Newsome NAFLD,160,320,,Investigation of Efficacy and Safety of Three Dose Levels of Subcutaneous Semagl,0.5,OK
HCC_1L_NMA_REVIEW.html,NCT03434379,IMbrave150,501,558,IMbrave150,A Study of Atezolizumab in Combination With Bevacizumab Compared With Sorafenib ,0.898,OK
HCC_1L_NMA_REVIEW.html,NCT03298451,HIMALAYA,782,1324,HIMALAYA,Study of Durvalumab and Tremelimumab as First-line Treatment in Patients With Ad,0.591,OK
HCC_1L_NMA_REVIEW.html,NCT04039607,CheckMate 9DW,668,732,CheckMate 9DW,A Study of Nivolumab in Combination With Ipilimumab in Participants With Advance,0.913,OK
HCC_1L_NMA_REVIEW.html,NCT03713593,LEAP-002,794,794,,Safety and Efficacy of Lenvatinib (E7080/MK-7902) in Combination With Pembrolizu,1.0,OK
HER2_LOW_ADC_NMA_REVIEW.html,NCT03734029,DESTINY-Breast04,557,557,,Trastuzumab Deruxtecan (DS-8201a) Versus Investigator's Choice for HER2-low Brea,1.0,OK
HER2_LOW_ADC_NMA_REVIEW.html,NCT04494425,DESTINY-Breast06,866,866,DB-06,Study of Trastuzumab Deruxtecan (T-DXd) vs Investigator's Choice Chemotherapy in,1.0,OK
HER2_LOW_ADC_NMA_REVIEW.html,NCT03901339,TROPiCS-02,543,543,TROPiCS-02,Study of Sacituzumab Govitecan-hziy Versus Treatment of Physician's Choice in Pa,1.0,OK
HER2_LOW_ADC_NMA_REVIEW.html,NCT05374512,TROPION-Breast01,732,644,,A Study of Dato-DXd Versus Investigator's Choice Chemotherapy in Patients With L,1.137,OUTLIER
HF_QUADRUPLE_NMA_REVIEW.html,NCT03036124,DAPA-HF,4744,4744,DAPA-HF,Study to Evaluate the Effect of Dapagliflozin on the Incidence of Worsening Hear,1.0,OK
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,3730,3730,,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Reduced ,1.0,OK
HF_QUADRUPLE_NMA_REVIEW.html,NCT03619213,DELIVER,6263,6263,DELIVER,Dapagliflozin Evaluation to Improve the LIVEs of Patients With PReserved Ejectio,1.0,OK
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,5988,5988,,EMPagliflozin outcomE tRial in Patients With chrOnic heaRt Failure With Preserve,1.0,OK
HF_QUADRUPLE_NMA_REVIEW.html,NCT01035255,PARADIGM-HF,8399,8442,PARADIGM-HF,This Study Will Evaluate the Efficacy and Safety of LCZ696 Compared to Enalapril,0.995,OK
HF_QUADRUPLE_NMA_REVIEW.html,NCT04435626,FINEARTS-HF,6004,6016,FINEARTS-HF,Study to Evaluate the Efficacy (Effect on Disease) and Safety of Finerenone in P,0.998,OK
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02879305,ASCEND-D,2964,2964,,Anemia Studies in Chronic Kidney Disease: Erythropoiesis Via a Novel Prolyl Hydr,1.0,OK
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02876835,ASCEND-ND,3872,3872,,Anemia Studies in Chronic Kidney Disease: Erythropoiesis Via a Novel Prolyl Hydr,1.0,OK
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02648347,PRO2TECT,3476,1751,,Study to Evaluate Vadadustat for the Correction of Anemia in Participants With N,1.985,OUTLIER
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02865850,INNO2VATE,3923,369,,Efficacy and Safety Study to Evaluate Vadadustat for the Correction or Maintenan,10.631,OUTLIER
