dashboard,V1_REML_iter,V2_REML_primary,V3_Qprofile_tau2,V4_qchisq_lowdf,V5_HKSJ_floor,V6_PI_df_kminus1,V7_ROBME,V8_MH_pool,fail_count,failed
ABLATION_AF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ACALABRUTINIB_CLL_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ACORAMIDIS_ATTR_CM_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ACS_ANTIPLATELET_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ADC_HER2_ADJUVANT_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ADC_HER2_LOW_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ADC_HER2_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ADJUVANT_IO_MELANOMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
AFICAMTEN_HCM_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
AFLIBERCEPT_HD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ALDO_SYNTHASE_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ALK_NSCLC_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ALOPECIA_JAKI_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ANIFROLUMAB_SLE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ANTI_CD20_MS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ANTIAMYLOID_AD_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ANTIAMYLOID_AD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ANTIPSYCHOTICS_SCHIZO_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ANTIVEGF_NAMD_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ARNI_HF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ARPI_mHSPC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ARPI_NMCRPC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ATOPIC_DERM_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ATTR_CM_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ATTR_CM_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ATTR_PN_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
AVACINCAPTAD_GA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
BELIMUMAB_SLE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
BEMPEDOIC_ACID_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
BIMEKIZUMAB_PSORIASIS_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
BIOLOGIC_ASTHMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
BPAL_MDRTB_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
BTKI_CLL_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CAB_PREP_HIV_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CABOTEGRAVIR_HIV_ART_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CANGRELOR_PCI_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CAPIVASERTIB_BC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CARDIORENAL_DKD_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CART_DLBCL_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CART_MM_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CBD_SEIZURE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CD_BIOLOGICS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CDK46_MBC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CFTR_CF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CFTR_MODULATORS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CGRP_MIGRAINE_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
CGRP_MIGRAINE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
COLCHICINE_CVD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
COPD_TRIPLE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
COVID_ORAL_ANTIVIRALS_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DELANDISTROGENE_DMD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DOAC_AF_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DOAC_AF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DOAC_CANCER_VTE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DOAC_VTE_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DOLUTEGRAVIR_ART_SSA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DONANEMAB_AD_SOLO_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DORAVIRINE_HIV_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DUPILUMAB_AD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
DUPILUMAB_COPD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
EFGARTIGIMOD_MG_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ELACESTRANT_BC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ENSIFENTRINE_COPD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ESKETAMINE_TRD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ETRASIMOD_UC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
EVT_BASILAR_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
EVT_EXTENDED_WINDOW_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
EVT_LARGECORE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
FARICIMAB_NAMD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
FENFLURAMINE_SEIZURE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
FEZOLINETANT_VMS_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
FINERENONE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
FRAGILITY_FRACTURE_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
GLP1_CVOT_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
GLP1_CVOT_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
GLP1_MASH_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
HCC_1L_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
HER2_LOW_ADC_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
HF_QUADRUPLE_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
HIFPH_CKD_ANEMIA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
HIGH_EFFICACY_MS_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
HIV_LA_PREP_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
IL23_PSA_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
IL23_PSORIASIS_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
IL_PSORIASIS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
INAVOLISIB_BC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
INCLISIRAN_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
INCRETIN_HFpEF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
INCRETINS_T2D_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
INSULIN_ICODEC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
INTENSIVE_BP_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
IO_CHEMO_NSCLC_1L_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
IPTACOPAN_IGAN_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
IV_IRON_HF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
JAK_RA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
JAK_UC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
JAKI_AD_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
JAKI_AD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
JAKI_RA_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
KARXT_SCZ_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
KRAS_G12C_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
LEBRIKIZUMAB_AD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
LENACAPAVIR_PREP_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
LIPID_HUB_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
LU_PSMA_MCRPC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MALARIA_VACCINES_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MAVACAMTEN_HCM_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MIGRAINE_ACUTE_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MIRIKIZUMAB_UC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MIRVETUXIMAB_OVARIAN_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MITAPIVAT_THALASSEMIA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MITRAL_FUNCMR_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
MM_1L_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
NEOADJUVANT_IO_NSCLC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
OBESITY_DRUGS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PAH_THERAPY_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PARP_ARPI_MCRPC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PARP_OVARIAN_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PATISIRAN_POLYNEUROPATHY_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PBC_PPAR_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PCSK9_LIPID_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PCSK9_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PEGCETACOPLAN_GA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PI3K_AKT_BC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
PSA_BIOLOGICS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RCC_1L_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RENAL_DENERV_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RESMETIROM_MASH_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RISANKIZUMAB_CD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RIVAROXABAN_VASC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ROMOSOZUMAB_OP_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RSV_VACCINE_OLDER_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
RUSFERTIDE_PV_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SEMAGLUTIDE_OBESITY_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SEVERE_ASTHMA_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SGLT2_CKD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SGLT2_HF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SGLT2_MACE_CVOT_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SGLT2I_HF_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SOTAGLIFLOZIN_HF_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SOTATERCEPT_PAH_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SPARSENTAN_IGAN_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
SPONDYLOARTHRITIS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TARLATAMAB_SCLC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TAVR_LOWRISK_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TDXD_HER2LOW_BC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TEPLIZUMAB_T1D_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TIRZEPATIDE_OBESITY_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TIRZEPATIDE_T2D_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TNK_VS_TPA_STROKE_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TOFACITINIB_UC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
TYVAC_TYPHOID_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
UC_BIOLOGICS_NMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
UPADACITINIB_CD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
VENETOCLAX_AML_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
VENETOCLAX_CLL_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
VOCLOSPORIN_LN_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
VORASIDENIB_GLIOMA_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
VUTRISIRAN_ATTR_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ZOLBETUXIMAB_GASTRIC_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
ZURANOLONE_PPD_REVIEW.html,ok,ok,ok,ok,ok,ok,ok,ok,0,
